Airlines,Name,Location,Date Published,Text Content,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Recommended,Ground Service,Wifi & Connectivity
qantas_airways,C Treleaven,2014,2014-01-03,Great flight from Sydney to Christchurch. Service excellent from a very professional crew. Great choice of movies. Exit row seat comfortable. Will look at future travel with Qantas.,Economy Class,4.0,5.0,4.0,5,N/A,,4,
qantas_airways,J Chang,2014,2014-01-03,Round trip between LAX to MEL on business trip for approximately 16 hours in the economy section at the window (to MEL) and aisle (to LAX) seat with price tag of $2660 USD. Overall experience in seating was not pleasant rather painful experience. 1) Leg room space appears to be one of the smallest of all the planes I have traveled with. This leg room issue is made worse by the passenger in front of you if (s)he pushes the recliner back. With the recliner pushed back there is little space to enjoy the food. No wonder the movie monitor has great viewing tilt angle (top-bottom) as the screen gets so close to your face. 2) There is a rectangular shape power box on the floor between the middle seat and the aisle seat which forces your leg to be tilted while resting. You will need to place your foot at an off angle. (4) Rest room was very small so small that I couldn't even bend over to wash my face. No more Qantas!,Economy Class,1.0,2.0,1.0,3,N/A,,1,
qantas_airways,B Bohlen,2014,2014-01-02,Flew BNE to MEL in December and back again. I realise Qantas is struggling against fierce competition. But it is keeping up. The aircraft's are now a bit old and really should be replaced. The food on both flights was acceptable although nothing to write home about. The IFE is still out of the 70s with monitors hanging from the bulkhead every few seats. The shows on a 2-hour flight are 2nd rate. Cabin staff on both flights was helpful and friendly. Seating on the 767s was adequate for a short-haul flight. Despite the shortfalls I still (at this stage) prefer to fly Qantas on domestic flights. International flights not so sure.,Economy Class,4.0,4.0,3.0,2,N/A,,4,
qantas_airways,R Young,2014,2014-01-02,"JNB-SYD in Business Class in 747 400. The flight was overbooked and my wife and I were unable to be seated together despite having had confirmed our seats upstairs twice in advance. The crew did not see it as their role to assist we were told by the cabin crew member in our section that we were ""lucky to be on board as they had sent people home"". No special meal for me was loaded for which the initial response was ""were you always in this class?"". Was served lettuce and melon slices and the vegetarian meal which I ate some of but left most of it alone. It did taste good however. Wine was pretty good service was generally poor and dismissive other than by the Inflight Service Director who was very professional and apologetic. Had an omelette for breakfast which was cold and was told that if I wanted to be sure to get a warm one to get up earlier as the oven doors get opened and closed a lot and so it was heard to keep food hot. In all it was as if the crew didn't want us on board. It was a very disappointing flight.",Business Class,4.0,1.0,2.0,4,N/A,,1,
qantas_airways,R Mortara,2014,2014-01-02,HKG-SYD on an A380. Departure delayed due to an ill passenger having to be off loaded but the cockpit crew kept everyone informed of the situation. Seats are not the newest design but the airline supplies a duvet too fit over the cushions as well as pyjamas which really aid sleeping. The crew were very friendly and efficient making the trip all the more enjoyable. For example they got some balsamic vinegar for me as I could not use the dressing provided. My main gripe is about the food. The salad is just a few leaves and the main course I had amounted to a fancy Panini sandwich. Nice as it was it did not fit the business class image. Nor did breakfast which was a choice of either fruit one cinnamon cake or a spinach/cheese tart. Rather poor given you often get more in economy class on some routes. Baggage delivery at Sydney was quick which was good. All in all not bad for a first experience of Qantas but I think they really need to look at improving the food offerings on long haul judging by this flight.,Business Class,5.0,5.0,2.0,3,N/A,,4,
qantas_airways,Les White,2013,2013-12-31,Qantas 737-800 from SYD to ADL on 26th December 2013. Managed to snare the exit row aisle seat as being 6 ft 6 the economy seats are a bit of a squeeze for us men with a fuller figure! Walked into SYD airport and it was like a ghost town. I originally had an exit window but it's useless to me as I have to stoop down to see out of the thing anyway. A lady took my seat at the gate for which she was very grateful. This was my first time having a gluten free meal and it will be the last time on any flight 3 bits of boiled chicken and some chick peas and some soggy lettuce it was only eclipsed by the fact the rest of the people who eat normal food were eating something easily worse. .I did request a cup of tea and it did come promptly so that was pleasing. Landing in Adelaide nice view of the city coming in terrible landing.,Economy Class,4.0,3.0,1.0,3,N/A,,3,
qantas_airways,Paul Williss,2013,2013-12-30,Cairns - Darwin. Christmas night flight to Darwin on Boeing 717. Last flight out of a Cairns at 8.40pm Qantas Club empty after we arrived a bit after 6pm. Nice food in club nice wine and pleasant staff. Flight left early only 50 people on board. Nice dinner served - chicken pasta bake complimentary wine. Flight crew were very nice and flight arrived early into Darwin. No entertainment on these planes but everyone has I-Pads don't they.,Economy Class,4.0,4.0,4.0,1,N/A,,4,
qantas_airways,Paul Williss,2013,2013-12-30,Darwin-Cairns. QantasLink to Cairns on dinner flight on Boeing 717. These planes are quite comfortable with more legroom than 737-800's. While service was good it was also a bit slack in parts. Plane was full (125 pax) dinner was served but no drink service. Dinner would have been nice if not overcooked. Dried pasta and limp bok choy with chicken. We were told drinks would be served after dinner after we buzzed flight attendants asking for a wine. That is fine though a bit annoying but the flight crew took their time in serving as they fussed over some baby. Overall flight fine but it would be good if Qantas could maintain an equal standard on all it's domestic flights. If it has the flying kangaroo on it's tail then I expect the same service anywhere in Australia.,Economy Class,4.0,3.0,3.0,1,N/A,,3,
qantas_airways,Daryl Hannant,2013,2013-12-30,Melbourne-Hong Kong-Melbourne QF29 23/12/2013 and QF30 27/12/2013 Business class. Check-in MEL: Staff great. No problems at all. Had checked in online so that made it even easier. Business Class Lounge MEL: Staff not so perfect. No energy. Did not seem to be a happy bunch. No cups at tea/coffee station tables not cleaned whole place messy. Some customers doing the work of staff to help other customers out. Flight MEL-HKG: Flight attendants were excellent. Could not ask for better service. Food not the best. Too cold. Check-in HKG: Same as for MEL. Great service. Business Class Lounge HKG: Cleaner and tidier than MEL but staff just the same. Cleaned up those tables around the food/drink counters but not keen to go to the people sitting further away. Flight HKG-MEL: Flight attendants excellent yet again. Service top quality. Food much better. Uniforms. Not sure what to say. Very dark. Did not go with the happy pleasant outlook put forward by those wearing them. Business Class Cabin. Seats are dark and dull. Cabin needs some color/cheering up. Overall: Staff at check-in and on flights were fantastic. Business Class lounges and cabin/seats are average. Food could be better.,Business Class,3.0,5.0,3.0,3,N/A,,4,
qantas_airways,Simon Vickers,2013,2013-12-30,QF926 Cairns to Sydney. As usual the flight was good plenty of room clean tidy cabin and fairly well on time however the food on internal flights this year has been rubbish.,Economy Class,5.0,4.0,1.0,5,N/A,,5,
qantas_airways,Shaun Gardner,2013,2013-12-29,"Economy flight from London to Auckland return. At 6ft 3"" I have nothing good to say. Far too many seats crammed into the A380. Seats are far too thin and uncomfortable allowing the seats to recline is valid except for when the person in from ends up on my lap! Food is of a poor standard and not enough based on length of trip.",Economy Class,1.0,3.0,1.0,1,N/A,,1,
qantas_airways,J Tinning,2013,2013-12-29,Heathrow to Dubai (return) in December 2013 onboard the A380. A wonderful flight brilliant crew and catering was good too. Punctual and comfortable onboard. Blankets pillows and headsets provided. Brilliant IFE. Great first experience with Qantas!,Economy Class,5.0,5.0,5.0,5,N/A,,4,
qantas_airways,Mark Barbeliuk,2013,2013-12-29,MEL-SYD on an antique 767. The new slimline seats are ok but pitch is woeful. iPad IFE clumsy but adequate content. As for food the cookie which was the full extent of a snack was awful. A full service airline? When VA introduce meals on all flights in 2014 Qantas is going to struggle. Qantas staff are either exceptional or truly awful never a happy middle ground. On this flight they were generally snooty. One FA was even chewing gum for half the flight! Inflight magazine was tattered with pages torn out. I checked the magazine in the adjoining seats and they too were in poor condition. To add insult to injury the seat I selected on line was not given to me.,Economy Class,2.0,2.0,1.0,4,N/A,,2,
qantas_airways,A McNicol,2013,2013-12-29,QF81 SYD-SIN on a full A330. On time from Sydney early into Singapore. Service the usual Qantas blend of informal but professional attention. All in all a consistent product that met my expectations.,Economy Class,4.0,5.0,4.0,4,N/A,,5,
qantas_airways,J Morgan,2013,2013-12-25,MEL-SYD-JFK (via LAX)-LAX-SYD-MEL. All flights were pleasant especially those on the A380 and refurbished 747. The older 747 looked a little dated and the entertainment was not as good on the sector using that aircraft. Flights were generally punctual. Food was reasonably good on all flights and drinks were offered relatively often. Flight attendants were for the most part friendly. The entertainment system is very good on the A380 and refurbished 747 but continually freezes on the older 747s. Had a wide variety of movies television shows and documentaries. Plenty of leg room on all flights. Would definitely fly Qantas again.,Economy Class,4.0,4.0,4.0,4,N/A,,3,
qantas_airways,Craig Willis,2013,2013-12-25,"MEL-SYD A330 aircraft in reasonable condition. Seated 1A and was greeted with an offer of juice or water and a morning newspaper. Flight left on time and after take-off breakfast was served with the option of French toast or Muesli. Service was excellent and crew were very pleasant. Landed in Sydney 10 mins early and baggage delivery was prompt. One thing of note was that one of the flight attendants was exceptional and I am not sure if Qantas have anywhere on their website to praise their staff? Anyway it was a very good flight but the aircraft appeared ""tired"".",Business Class,3.0,5.0,5.0,3,N/A,,3,
qantas_airways,R Read,2013,2013-12-25,QF668 PER-ADL 24/12/13. Surprisingly was the best price when booked 6 months previous. Old looking interior in 737-800 had seen better days no personal entertainment options only a small screen that shorter people cannot see if more than 3 rows away. Staff were friendly enough food was average with soggy muffins and undercooked scrambled eggs legroom was equivalent to a low cost airline seat. Very fast and hard landing in Adelaide with hard braking sending everyone forward in their seats and overhead baggage down the compartments.,Economy Class,2.0,4.0,2.0,1,N/A,,3,
qantas_airways,R Damien,2013,2013-12-23,Flew Sydney-Los Angeles-Sydney on QF11 and QF12 in December. Both flights left on time and the comfort of the A380 with better entertainment foot nest and snack bars made the journey better. All flight attendants served with warmth and often came around to offer either food or drinks.,Economy Class,4.0,5.0,5.0,5,N/A,,4,
qantas_airways,Murray Groves,2013,2013-12-23,Flew business class on QF 8 Dallas to Brisbane departing US on 11th December. The refurbish on the 747 is great. My partner and I were seated on the upper deck in the first row. A very private and quite place to be sitting. Service from seasoned flight crew was faultless as was IFE food and beverages. The breakfast service was fantastic and a well made latte by flight crew went down well. We both slept for 11 hours each making the 16 hour flight seem much quicker. The limo service was also faultless.,Business Class,5.0,5.0,5.0,5,N/A,,5,
qantas_airways,Duncan Robinson,2013,2013-12-23,I flew Sydney-Dubai November and return in December. I can't fault the service received from Qantas. As for the seating on the A380-800 top deck it was outstanding as was the service from the F/A's. They couldn't do enough for me. The environment was quiet and restful. I can thoroughly recommend this airline.,Economy Class,5.0,5.0,4.0,4,N/A,,4,
qantas_airways,P Shepherd,2013,2013-12-20,SYD-SIN-SYD Dec 11 on QF81 and return Dec 17 on QF82. Flight out in business was one of the best we have experienced. An older cabin crew really knew how to look after their passengers. Food was OK wine was very good but service was absolute stand-out. Flight back suffered from the new 'supper' offering. We had superb dining at the Singapore Club but two small pieces of cheese crackers and a few grapes make an onboard bus class cheese platter? Again crew were very good. All flights on time and quick passage through customs etc.,Business Class,4.0,5.0,2.0,4,N/A,,4,
qantas_airways,A Goldring,2013,2013-12-20,MEL to BKK via SYD. Qantas at its best. FA's were wonderful on all sectors. Drinks were never empty food was great (and I was a little concerned on that front in advance of the fight given some of the reviews) and well timed. Flight from SYD delayed an hour due to some twit that went missing then thought it was hilarious keeping a 747 load of people waiting! For anyone that has bitterness write about QF try flying in the US. Australians are spoilt with service from QF.,Business Class,4.0,5.0,5.0,4,N/A,,4,
qantas_airways,Roger Stone,2013,2013-12-16,Santiago and back on Qantas (BNE-SYD-SCL-SYD-BNE) Premium Economy - another unusual and not very satisfying experience. Service was very mixed - some flight attendants excellent some seem to have been in their roles for too many years and were keen to show it. Food and wine very good on Qantas PE possibly the best globally. The Big problem was the domestic connection on return in Sydney - what a shambles. The return flight from SCL was just 10 minutes late but already being aware from their schedules that I had about 70 minutes to make domestic connections I made special effort to ensure I only had carry-on luggage would utilise my APEC card to assist rapid immigration and have an Express Pass as well. Despite being a Platinum Frequent Flyer having my boarding pass properly checked at the International Terminal Transit Area as being valid for my next flight and then arriving at the new departure gate at least 35 minutes before the scheduled boarding time (an hour before scheduled departure time) when I was finally boarding I was then abruptly bumped off the flight 'as the Qantas computer advised it would normally be too late for someone to make my connection and so they had allocated my seat to another passenger'. By then I had been 27 hours without sleep and had to struggle to find a seat on that flight or next flight. It was an awful experience overall and one wonders how the IT programming and scheduling guys at Qantas develop such a program that causes such a problem. A final point is that maybe it is time globally for it to be acceptable to tip airline flight attendants for good service if they provide it. Although we are all aware flight attendants are primarily on-board for safety reasons surely it would be possible to tip the service component of their duties and perhaps make them happier.,Premium Economy,4.0,3.0,5.0,3,N/A,,4,
qantas_airways,John Moore,2013,2013-12-16,QF23 SYD to BKK 14 Dec. Personable interactive cabin crew led by a formidable CSM (he even kept us personally well informed on the state of play in the Ashes match at Perth with a PA report for the whole plane on landing) quality service interesting and varied lunch menu complimented by great Australian wines and served at a leisurely pace. Boarding at a remote stand by bus and stairs hardly QF fault says more about the airport management than the airline with a personal and friendly greeting at the door. Slight delay in push back but kept well informed by flight deck crew. QF at it's very best only sour note was touch screen IFE not working.,Business Class,5.0,5.0,5.0,3,N/A,,5,
qantas_airways,T Brown,2013,2013-12-16,Travelled business class return from Sydney to Gold Coast. Very pleasant flight. Was a mid afternoon flight on the way up and was served a selection of cold meats and cheese as well as a warm bread roll and desert. Red and white wine to drink and lots of top ups by the friendly flight attendants. On the way home was served dinner I chose the Barramundi with rice. Again the wine was flowing! I travel this route regularly in business class and always impressed with the food and service on this very short sector.,Business Class,4.0,4.0,5.0,4,N/A,,3,
qantas_airways,Vijayakumar Arumugam,2013,2013-12-16,I flew with Qantas recently on the Sydney - Queenstown and the Christchurch - Sydney legs with a couple of infants. Though I had pre-ordered the food online 72 hours before the plane departure from my frequent flier account the staff on the plane didn't have the update and hence my children were served the normal food. During the return leg I had chosen the seats at the front-end of the aircraft and yet they put me at the back-end of the aircraft which was a bit disappointing. The lounge facilities (Gold member) at the Sydney airport were excellent whilst the lounge facilities in Christchurch could be improved a bit especially for the kids.,Economy Class,4.0,3.0,2.0,5,N/A,,3,
qantas_airways,V Florido,2013,2013-12-12,Flew QF652 Sunday 8th. My wife choose to use her maiden name so I always ring to ensure they put us together. Told by phone service that they could not allocate seats so I would need to do it at airport. Told at airport that flight was full and best they could do is me at 34b and my wife at 54j. She said how sorry she was but I could try at lounge. This company has a bad attitude when if comes to customer service.,Economy Class,1.0,1.0,1.0,3,N/A,,1,
qantas_airways,F Jojart,2013,2013-12-11,PER-SYD and return. We flew last week the flights were both great. The breakfast on both flights was very tasty the staff professional and the TV and movies great to watch. Would definitely fly Qantas again.,Economy Class,5.0,5.0,5.0,5,N/A,,5,
qantas_airways,J Teoh,2013,2013-12-11,SYD-SIN-SYD in economy. Both flights on A330-300. Check-in at First Class counters as a OneWorld Emerald member was fast and the agent was very friendly. Fast-track through immigration and security in SYD much appreciated. Qantas International First Lounge wonderful as always with excellent quality catering and very friendly staff. Priority boarding honoured on both flights. Seat was comfortable and there was a reasonable amount of legroom and recline. On-board catering was pretty good. Meals were of a decent portion and also tasty. Both flights were on time. Qantas Lounge in Singapore was nice with very friendly and helpful staff. Cabin crew reasonably good on the SYD-SIN leg (QF81) but they were great on the SIN-SYD leg (QF6). IFE was AVOD. Selection of latest releases was a little limited and the screens were a bit on the small side. Fast-track through immigration and customs provided on arrival in SYD. Aircraft were well-maintained. Overall this was quite a pleasant experience. Haven't flown QF economy in a very long time but I wouldn't hesitate to do so again as long as the price was competitive.,Economy Class,5.0,4.0,4.0,4,N/A,,5,
qantas_airways,Jim Ash,2013,2013-12-10,I traveled to Auckland New Zealand December 2-8 2013 on Qantas from DFW-BNE-SYD and AKL-BNE-LAX. The DFW-BNE flight used the refurbished 747-400ER and Business Class was amazing - two of the best Flight Attendants I have met. The service food beds amenities etc. were wonderful and the cabin was so clean and spacious. The AKL-BNE flight on a 737-800 aircraft was quite roomy in Business Class and had personalized service and great food. BNE-LAX used the older version of the 747-400 and had the old First Class used as Business Class b- felt like acres of space great food and again two great Flight Attendants in the cabin. The pre-order for breakfast is very smart on Qantas' part- love having it presented and not having to discuss and wait-saves a great deal of time! First time flying in a premium cabin with Qantas and it is highly recommended.,Business Class,5.0,5.0,4.0,5,N/A,,5,
qantas_airways,Andrew-Stuart Catton,2013,2013-12-09,Flew Business class using Frequent Flyer points upgrade. Aircraft was a brand new 737-800. Leather seat was extremely comfortable. Staff were attentive and very professional throughout the flight. was particularly happy to have in-flight entertainment after travelling on the forward sector with Virgin Australia who offered no IFE at all! Ground service at check in and in the lounge was faultless. A very enjoyable flight. Will definitely be supporting our national carrier by flying Qantas in the future.,Business Class,5.0,5.0,3.0,4,N/A,,5,
qantas_airways,S Faulkner,2013,2013-12-09,What a difference between North American carriers and Qantas! After a first class seat connection from LAX to Miami with AA we then boarded a Qantas flight home. I'm convinced that Qantas being an old hand at long haul just know how to do it better. The timing of meals stewards service pjs all add up to a very professional approach. Seats were not lay flat which lets them down a bit but service and planes compared to AA was a cut above.,Business Class,3.0,5.0,5.0,4,N/A,,4,
qantas_airways,J Sosinko,2013,2013-12-09,My husband and I recently flew Perth - Melbourne on our way to connect with a flight to Auckland New Zealand. Have not flown Qantas in recent years switching to other airlines after dissatisfaction with their services. We had a great experience so much so would choose to fly Qantas again. The crew were friendly but professional my vegetarian meal was delicious but what impressed us most was that the crew were thoughtful enough to fetch my husband's meal at the same time mine was served so for the first time in many flights we were able to eat together. It's only a small thing but the attention to detail was very much appreciated. The aircraft was clean seating in Economy comfortable and the flight was on time. Thanks for a great flight.,Economy Class,5.0,5.0,5.0,3,N/A,,5,
qantas_airways,Kay Field,2013,2013-12-05,"QF 82 Singapore-Sydney - 30/11/2013. Staff on the flight appeared untidy lackadaisical off hand with passengers meals were served down one aisle and then the other meaning the first served were finished eating before the others were served. The Staff morale appeared very low or disinterested in their job. My last flight prior to this was with Singapore Airlines - there is no comparison Staff were immaculate polite and friendly. There were no declaration forms available 'we weren't given any' said Staff passengers collected them on disembarking. Overall very disappointing service from ""our"" National carrier.",Economy Class,3.0,1.0,4.0,3,N/A,,2,
qantas_airways,S Cooling,2013,2013-12-05,Excellent top notch service that you would expect from a Premium Carrier's Premium Cabin. Food was good staff helpful with good attitude. IFE miles above Virgin's.,Business Class,5.0,5.0,5.0,5,N/A,,5,
qantas_airways,Thomas Cunningham,2013,2013-12-05,I travelled from Brisbane to Perth with Qantas on their upgraded 767-338 and was pleased to see that the ethics of Australia's only real full service carrier have been upheld. On this aircraft each passenger was supplied with an Apple IPad which connects to the Wi-Fi onboard the aircraft and streams a variety of entertainment. We were served lunch on this flight and I was very happy with my meal choice. The crew were polite and attentive throughout the flight and came through the cabin frequently to make sure all passengers were comfortable. I am very pleased with the Qantas experience and am able to say that it is still a marvellous Australian Airline.,Economy Class,5.0,5.0,4.0,4,N/A,,4,
qantas_airways,Steven Brook,2013,2013-12-05,Fantastic service during flight from crew on QF2 London to Sydney in first class but let down by on the ground customer service difficulties both in London and Sydney. Impossible to make changes online resulted in many unhappy hours on the phone on hold waiting to be connected with a customer services agent. Not what I pay a first class fare for!,First Class,5.0,4.0,3.0,4,N/A,,4,
qantas_airways,Tim Reeves,2013,2013-12-04,Adelaide to Canberra return via Melbourne. Two flights on 737-800s two on 737-400s (only four of these left in the fleet to retire thankfully as they're real rattlers). Flights booked on points but still attracted $165 in fees including a steep Qantas charge for the privilege. All flights departed and arrived close to on time. Service on board as one has come to expect - professional helpful but not intrusive. Food of high quality including a delicious pea soup with creme fraiche on one sector. There is a special Business Class lounge in Melbourne which is a nice touch. The only jarring note was luggage way back on the carousel on the trip over but in summary very satisfying.,Business Class,5.0,5.0,5.0,4,N/A,,3,
qantas_airways,Colin Woodley,2013,2013-12-03,Singapore to Sydney QF82 arriving 3 December 2013 was a huge disappointment. Business Class. Cabin crew seemed to be of low morale no extra spirit to help and were no more than going through the motions. I had to ask instead of being offered more than a few times. But it was very much inferior food (to Thai Singapore Emirates) that really was a bad shock. We had 'supper plates' instead of a full meal and 'cafe breakfast' instead of the previous full breakfast. I assume Neil Perry is under the control and budget of a Qantas bureaucrat. I predict a downward spiral for Qantas who apparently are trying to cut costs but they will surely cut customers.,Business Class,4.0,1.0,1.0,3,N/A,,2,
qantas_airways,Judy Benvenuti,2013,2013-12-02,My husband and I recently flew from Sydney to Bangkok with Qantas. It is many years since we have flown with this carrier usually flying with Emirates which we consider to have superior service. It was interesting for us to conclude at the end of the Qantas trip that our opinion has not changed unfortunately. The attendants on Emirates are in our opinion more obliging more approachable and must I say a lot younger maybe explaining their increased enthusiasm for their job. This is an observation that we could not help but notice. At the end of the day customer service should be the main priority of these employees and if the enthusiasm and motivation to deliver this service has waned the company has a problem. Flight attendants are the face of the company and can spoil the customer's experience if service is not delivered in an obliging friendly manner.,Economy Class,3.0,2.0,3.0,2,N/A,,2,
qantas_airways,Terry Carson,2013,2013-12-02,In the past 2 years have booked 6 domestic and 2 international flights. 3 of the domestic and both international flights were cancelled. They rebooked my flights and generally happy but on 1 domestic flight they had actually called for boarding when flight cancelled. Staff disappeared and general announcement made to collect baggage and book on next available. Chaos. Poor inflight service domestic and international. Won't ever fly with them again.,Economy Class,4.0,1.0,2.0,1,N/A,,2,
qantas_airways,M Thomson,2013,2013-11-28,Queenstown to Sydney on a new 737-800 in a full business class cabin. Check-in was quick and easy although we had to wait a few minutes for the check-in counters to open which in Queenstown happens 2 hours before departure. Qantas don't have a lounge at this airport but we were given invitations to the ANZ Koru Lounge which is located before the security screening area. It's a comfy lounge with fairly basic catering but a decent selection of beers wines and other drinks in the fridge hot soup breads cheeses and other snacks and good views of the tarmac and airstrip. The flight boarded on time and we were greeted on the aircraft by the smiling CSM. Pre- departure bubbly coats hung safety briefing done and we were away on time. Throughout this short flight the service was faultless the wines were good the food was nicely presented generous in portions and very tasty and we even managed to watch a movie on the seat-back AVOD system. Noise cancelling head sets were provided when we boarded along with a blanket pillow and menu. We found the leather recliner seats to be comfortable enough and although they obviously don't hold a candle to the Emirates A380 product that flies between Australia and NZ they were adequate for a comfortable flight across the ditch. Arrival into Sydney was on time there were no queues at immigration or customs and for the first time the SmartGate worked for both of us! Our priority baggage was on the belt after the first few bags and we were out of the terminal within 15-20 minutes of landing. This was Qantas at its best and we enjoyed the flight very much.,Business Class,4.0,5.0,5.0,5,N/A,,4,
qantas_airways,John Curtain,2013,2013-11-27,Melbourne to Sydney - 22 November. My flight was cancelled due to an event outside the control of Qantas a severe storm in Sydney. However I was impressed by the courteous and efficient way the problem was handled. I was transferred to another flight and the delayed luggage was delivered to my hotel. The flight itself was very enjoyable. A good dinner which included free drinks.,Economy Class,3.0,5.0,4.0,3,N/A,,5,
qantas_airways,G Murray,2013,2013-11-27,"Sydney - Los Angeles on QF 11 the Airbus A380 on a first-class Oneworld award I had booked way back in January for November travel. I'm picky but this is everything I wanted it to be. Highlights were probably the Sydney First Class lounge plus wonderful caring service onboard great food and a comfortable seat with large flatbed convertible sleeping accommodations. Also just loved the in-flight entertainment particularly the ability to view the tail-mounted ""Sky Cam"" throughout the entire flight. Performance was on-time too. So were there any nits at all? Well the boarding music was a little funky for my tastes and the flight attendant kept lapsing into calling me ""Mr. Murphy"" rather than ""Mr. Murray"" (until I finally corrected her) but heck so many airlines don't even try to use one's name anymore. Probably the best flight I've had.",First Class,5.0,5.0,5.0,5,N/A,,5,
qantas_airways,L Ford,2013,2013-11-25,MEL-PER A330. I fly with QF frequently but this has got to be the best trip I have taken. Crew were friendly and fantastic. Food was best plane food I have had. Entertainment has got to be the best I have seen on board an aircraft. Never bored. Seats felt new even though the plane was 6 years old. They where extremely comfortable. Air show system is still my favourite. Only compliant is the QF club in MEL does not have enough seat. On time performance was like clockwork.,Economy Class,5.0,5.0,5.0,5,N/A,,5,
qantas_airways,Brenton Ward,2013,2013-11-25,The crew were very proud of their brand new aircraft fresh from Seattle - as per the Captain's announcement! A lovely flight to be on with friendly attentive and efficient crew. Great snacks and on time departure! Will definitely choose Qantas on my future flights to Adelaide.,Economy Class,5.0,5.0,5.0,5,N/A,,5,
qantas_airways,Brenton Ward,2013,2013-11-25,On-time departure attentive efficient service. Tasty in-flight meal and great entertainment. The aircraft and the crew were well-appointed.. Definitely will travel Qantas for business or leisure in the future.,Economy Class,5.0,5.0,5.0,5,N/A,,5,
qantas_airways,Murray Groves,2013,2013-11-25,Flew QF7 SYD to Dallas 16th November 2013 in premium economy. Friendly flight crew as we boarded via priority boarding in Sydney. Sparkling wine OJ water offered by friendly flight attendant. This is a long flight of almost 15 hours that went much quicker than one would expect. Possibly due to plenty of food and great wine. Premium economy is very similar to domestic business class. The fact Qantas offer snacks including toasted sandwiches at any time during flight really equals business minus not economy plus. Seat comfortable and highly rate row 36 bulk head seats with plenty of room. Overall a great flight with okay service.,Premium Economy,5.0,4.0,5.0,5,N/A,,5,
qantas_airways,Steve Bennett,2013,2013-11-25,DXB to LHR on A380 Economy Class. I picked up an inexpensive Emirates flight to Hong Kong and one of my options for the DXB to LHR leg was to fly on a code share flight operated by Qantas. I have never flown on the A380 nor have I experienced Qantas before I decided to take this option rather than stick with Emirates for the whole return journey. Sadly I have to say that this was a mistake. Emirates outshines Qantas in just about every respect. The first problem was not of Qantas's making insofar as we were delayed by over 2 hours in Dubai because of the late arrival of flight QF1 from Sydney. Obviously this is beyond the control of the airline. Embarkation was pretty chaotic. There was no call for families with younger children to board first resulting in kids blocking the gangways and frustrated parents attempting to get them into their seats before other passengers came along. Seats in economy are a little wider but they also seem to be lower so I was constantly scraping my shines when trying to extend my legs under the seat in front. There really does not seem to be much room from the seated position to the back of the seat in front of you especially if the person in front decides to recline their seat so watching a movie is not very comfortable. The entertainment on offer is nowhere near that offered by Emirates and as for the food – the best way to describe it was inedible. For supper the offering was a chicken filled wrap and tea or coffee. I know that airline food in economy is hardly considered gourmet class but this offering was disgusting. In comparison the Emirates flight from HKG to DXB offered a fish dish on Thai noodles or a beef bourguignon together with dessert and cheese and a granary bread roll a lot better than a floury disgusting wrap. The inflight entertainment on Qantas can best be described as adequate. Emirates entertainment is far superior. Finally a word or two about the cabin crew. On Emirates the crew members seem to want to help you. On the flight I have just taken it seemed like an Imposition to ask for anything. The crew were all in the galley area and I wandered down to see if I could get a cup of coffee. The looks I got from one stewardess in particular seemed to scream that I was being a pain. I am sorry to be so scathing about Qantas. I was looking forward to the experience of flying with them. Sad to say the expectation greatly exceeded the reality and Emirates will get my custom for all the legs on my next trip to the Far East or beyond.,Economy Class,3.0,2.0,1.0,3,N/A,,3,
qantas_airways,A Huggett,2013,2013-11-25,MEL-SYD on 767-338ER using FF points to upgrade. Business lounge and Qantas Club lounge were excellent. Flight on time and service was exceptional. Staff were professional down-to-earth and genuinely helpful to some elderly passengers who required assistance. Two meal choices were available and drinks were plentiful. (There was no problem in staff knowing the difference between drinks in the event that anyone required two varieties of sparkling water to be available on a domestic flight). Seats were very comfortable perhaps a little more so than usual as the aircraft was one of the few in international configuration.,Business Class,5.0,5.0,5.0,4,N/A,,5,
qantas_airways,H Tyson,2013,2013-11-25,BNE-MEL-LHR return. Couldn't be much happier. Reserved seat booking was honoured. Had a short connection in Melbourne so was granted an earlier internal flight to have more time to clear customs. Hard working yet happy flight attendants on all legs even constantly coming through the cabin at early hours of the morning to look after the non-sleeping passengers. Only one out of the four international sectors were full but service wasn't diminished. 4 out of 6 flights on time the other two were early. After this experience I'm not so sure why many Australians think our flagship airline is so poor internationally. I've flown with other Asian carriers to Asia and across the Tasman and in my experience Qantas is right up there.,Economy Class,4.0,5.0,4.0,4,N/A,,5,
qantas_airways,K Streeter,2013,2013-11-21,ADL to SYD Economy have not flown Qantas for a long time and will try not to fly them again. Flight jam packed and the seats so narrow locked into the window seat the seat could not recline and really was the most unpleasant experience. Cheap ticket. Flight crew: hardly saw them and maybe they could train staff in the difference between sparkling mineral water and soda water.,Economy Class,1.0,1.0,1.0,4,N/A,,3,
